Model                                            | GPT-4o    | Claude-3- | o1        | Claude-3- | GPT-3.5-T | Claude-3. | Claude-3. | GPT-4o-mi | Qwen-Turb | o3-mini-h | Perplexit | DeepSeek- | o1-mini   | Llama-3-8 | Perplexit | Gemini Pr | DeepSeek- | Gemini Fl | grok2-121 | grok-beta | Qwen-Max  | Qwen-Plus | Meta: Lla | Meta: Lla | Mistral:  | DeepSeek: | Google: G | Mistral:  | NVIDIA: L | Google: G | Meta: Lla | Dolphin3. | Moonshot  | Median  | Pct   |
Gemini Pro 1.5                                   | A- (90)   | B+ (87)   | A- (90)   | A (93)    | A- (90)   | B+ (87)   | B (83)    | B (83)    | A- (90)   | A- (90)   | B+ (87)   | B+ (87)   | A- (90)   | B+ (87)   | A- (90)   | B+ (87)   | A- (90)   | B (83)    | A (93)    | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       |   A-    |  90   |
DeepSeek-R1-Full                                 | A- (90)   | A- (90)   | A- (90)   | A (93)    | A (93)    | A- (90)   | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | A- (90)   | A (93)    | A- (90)   | B+ (87)   | A- (90)   | B+ (87)   | A- (90)   | C (73)    | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | A+ (100)  | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       |   A-    |  90   |
Gemini Flash 2.0                                 | B (83)    | A- (90)   | A- (90)   | A- (90)   | A- (90)   | B+ (87)   | B+ (87)   | B+ (87)   | B+ (87)   | B+ (87)   | A- (90)   | B+ (87)   | A- (90)   | B+ (87)   | A- (90)   | B (83)    | A (93)    | B+ (87)   | A- (90)   | A- (90)   | A- (90)   | A- (90)   | A- (90)   | N/A       | N/A       | N/A       | B+ (87)   | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       |   A-    |  90   |
grok2-1212                                       | A- (90)   | A (93)    | A- (90)   | A- (90)   | A- (90)   | B+ (87)   | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | N/A (0)   | N/A (0)   | A+ (100)  | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       |   A-    |  90   |
grok-beta                                        | B+ (87)   | A (93)    | A- (90)   | A (93)    | A (93)    | B+ (87)   | B+ (87)   | B+ (87)   | A (93)    | B+ (87)   | B+ (87)   | B+ (87)   | A (93)    | A- (90)   | A- (90)   | B (83)    | A- (90)   | B+ (87)   | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | A- (90)   | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       |   A-    |  90   |
Qwen-Max                                         | B+ (87)   | A- (90)   | A- (90)   | A (93)    | A (93)    | A- (90)   | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | B+ (87)   | A (93)    | A (93)    | B+ (87)   | A- (90)   | A- (90)   | A- (90)   | B+ (87)   | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | A+ (100)  | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       |   A-    |  90   |
Qwen-Plus                                        | B+ (87)   | A- (90)   | A- (90)   | A (93)    | A- (90)   | B+ (87)   | B+ (87)   | B+ (87)   | B+ (87)   | B (83)    | B+ (87)   | B+ (87)   | A- (90)   | B+ (87)   | B+ (87)   | B (83)    | B+ (87)   | B+ (87)   | B+ (87)   | B+ (87)   | B (83)    | A- (90)   | A- (90)   | N/A       | N/A       | N/A       | C+ (77)   | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       |   B+    |  87   |
Meta: Llama 3.3 70B Instruct (free)              | B+ (87)   | A- (90)   | A- (90)   | B+ (87)   | A (93)    | B (83)    | B+ (87)   | B+ (87)   | A (93)    | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | B+ (87)   | A- (90)   | B (83)    | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | N/A (0)   | B+ (87)   | A- (90)   | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       |   A-    |  90   |
Meta: Llama 3.2 1B Instruct (free)               | B- (80)   | A- (90)   | B- (80)   | B+ (87)   | A (93)    | C- (70)   | C- (70)   | B+ (87)   | B+ (87)   | C (73)    | B+ (87)   | B (83)    | C- (70)   | B+ (87)   | B- (80)   | C+ (77)   | B- (80)   | C- (70)   | B- (80)   | C- (70)   | B- (80)   | B (83)    | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       |   B-    |  80   |
Mistral: Mistral Small 3 (free)                  | A- (90)   | A (93)    | A- (90)   | A- (90)   | A- (90)   | B+ (87)   | B+ (87)   | B+ (87)   | B+ (87)   | B+ (87)   | A (93)    | B+ (87)   | A- (90)   | B+ (87)   | A- (90)   | B (83)    | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | A- (90)   | A- (90)   | N/A       | N/A       | N/A       | N/A       | B+ (87)   | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       |   A-    |  90   |
DeepSeek: R1 (free)                              | A- (90)   | A (93)    | A- (90)   | A (93)    | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | A- (90)   | A- (90)   | A (93)    | A (93)    | B+ (87)   | B+ (87)   | A- (90)   | B+ (87)   | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | A- (90)   | A- (90)   | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       |   A-    |  90   |
Google: Gemini Pro 2.0 Experimental (free)       | A- (90)   | A (93)    | A (93)    | A (93)    | A- (90)   | B+ (87)   | B+ (87)   | B+ (87)   | A- (90)   | A- (90)   | B+ (87)   | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | B (83)    | A- (90)   | B+ (87)   | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | N/A       | N/A       | N/A       | N/A       | B+ (87)   | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       |   A-    |  90   |
Mistral: Mistral Nemo (free)                     | B+ (87)   | B+ (87)   | A- (90)   | A- (90)   | A (93)    | B+ (87)   | B+ (87)   | B+ (87)   | B+ (87)   | A- (90)   | N/A       | B+ (87)   | A- (90)   | B (83)    | B+ (87)   | B+ (87)   | A- (90)   | B (83)    | B+ (87)   | B+ (87)   | B+ (87)   | B+ (87)   | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       |   B+    |  87   |
NVIDIA: Llama 3.1 Nemotron 70B Instruct (free)   | B+ (87)   | B+ (87)   | A- (90)   | B+ (87)   | A (93)    | B+ (87)   | B+ (87)   | B+ (87)   | B+ (87)   | B+ (87)   | B+ (87)   | B+ (87)   | A- (90)   | B+ (87)   | A- (90)   | B- (80)   | A- (90)   | B+ (87)   | A- (90)   | B+ (87)   | B+ (87)   | B+ (87)   | N/A       | N/A       | N/A       | N/A       | B (83)    | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       |   B+    |  87   |
Google: Gemini Flash Lite 2.0 Preview (free)     | B+ (87)   | A (93)    | A (93)    | A- (90)   | A- (90)   | B+ (87)   | B+ (87)   | B+ (87)   | A- (90)   | A- (90)   | B+ (87)   | B+ (87)   | A (93)    | B+ (87)   | A- (90)   | A- (90)   | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | A- (90)   | A- (90)   | N/A       | N/A       | N/A       | N/A       | B+ (87)   | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       |   A-    |  90   |
Meta: Llama 3.1 8B Instruct (free)               | B (83)    | A- (90)   | A- (90)   | B+ (87)   | A- (90)   | B+ (87)   | B (83)    | B+ (87)   | B+ (87)   | B (83)    | B+ (87)   | B+ (87)   | B+ (87)   | B+ (87)   | A- (90)   | B (83)    | A- (90)   | B (83)    | B+ (87)   | B+ (87)   | B (83)    | A- (90)   | N/A       | N/A       | N/A       | N/A       | C+ (77)   | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       |   B+    |  87   |
Dolphin3.0 R1 Mistral 24B (free)                 | A (93)    | A- (90)   | A- (90)   | A (93)    | A (93)    | B+ (87)   | B- (80)   | B+ (87)   | B+ (87)   | A- (90)   | A (93)    | B+ (87)   | B+ (87)   | B+ (87)   | A- (90)   | B- (80)   | A- (90)   | B+ (87)   | A- (90)   | B+ (87)   | B+ (87)   | A- (90)   | N/A       | N/A       | N/A       | N/A       | B+ (87)   | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       |   B+    |  87   |
Moonshot AI: Moonlight 16b A3b Instruct (free)   | A- (90)   | A (93)    | A (93)    | A (93)    | A- (90)   | B+ (87)   | B+ (87)   | B+ (87)   | B+ (87)   | B+ (87)   | B+ (87)   | A- (90)   | A- (90)   | B+ (87)   | A- (90)   | B- (80)   | A- (90)   | B+ (87)   | A- (90)   | A- (90)   | A- (90)   | B+ (87)   | N/A       | N/A       | N/A       | N/A       | B+ (87)   | N/A       | N/A       | N/A       | N/A       | N/A       | N/A       |   A-    |  90   |
